PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
75446728,World Islands,50065.98,2026,990,12-02-2026 9.11,75446728,50065.98,Land,Commercial
75607412,Nad Al Shiba First,13508.01,2026,335,14-01-2026 8.44,75607412,13508.01,Land,Sports Club
75649464,World Islands,70280.72,2026,1041,13-02-2026 8.49,75649464,70280.72,Land,Commercial
75898950,Hor Al Anz East,7051.25,2026,1140,17-02-2026 11.30,75898950,7051.25,Land,Commercial
75903169,Bukadra,2712.17,2026,2566,03-06-2026 9.15,75903169,2712.17,Land,Sports Club
76212362,Um Suqaim Second,10114.81,2026,2124,26-04-2026 18.20,76212362,10114.81,Land,Commercial
76287419,World Islands,70873.4,2026,1040,13-02-2026 8.38,76287419,70873.4,Land,Commercial
76845721,Palm Jabal Ali,2974.67,2026,16,02-01-2026 11.16,76845721,2974.67,Land,Commercial
77153617,Al Bada,5734.25,2026,796,04-02-2026 8.23,77153617,5734.25,Land,Commercial
77182732,World Islands,75479.13,2026,1070,16-02-2026 9.22,77182732,75479.13,Land,Commercial
77632169,Al Warsan Third,48081.81,2026,406,15-01-2026 11.13,77632169,48081.81,Land,Warehouse
77762009,Al Barshaa South Third,5557.18,2026,149,07-01-2026 11.12,77762009,5557.18,Land,Residential
78000000,Al Bada,2072.48,2026,569,23-01-2026 10.18,78000000,2072.48,Land,Commercial
78000000,Saih Shuaib 2,60446.99,2026,2809,19-06-2026 9.24,78000000,60446.99,Land,Industrial
78108273,World Islands,72565.03,2026,1046,13-02-2026 10.02,78108273,72565.03,Land,Commercial
78186924,Ras Al Khor Industrial First,2686.2,2026,728,02-02-2026 12.41,78186924,2690.3,Land,Commercial
78421125,Al Merkadh,4553.48,2026,1910,13-04-2026 14.05,78421125,4553.48,Land,
78502334,Al Jadaf,5834.49,2026,271,12-01-2026 15.23,78502334,5834.49,Land,Commercial
78581981,Al Hudaiba,6083.76,2026,1322,27-02-2026 10.26,78581981,6083.76,Land,
78665928,Al Satwa,4429.28,2026,1345,02-03-2026 12.32,78665928,4429.28,Land,Commercial
78665940,Al Satwa,4429.28,2026,2315,11-05-2026 11.32,78665940,4429.28,Land,Commercial
79343532,Palm Deira,5897.01,2026,703,02-02-2026 8.26,79343532,5897.01,Land,Commercial
79748874,Bukadra,2469.64,2026,3035,30-06-2026 14.46,79748874,2469.64,Land,Sports Club
79994212,Nad Al Shiba First,13636.17,2026,334,14-01-2026 8.41,79994212,13636.17,Land,Sports Club
80000000,Al Murqabat,2165.85,2026,1920,13-04-2026 14.55,80000000,2165.85,Land,Residential
80000000,Jumeirah First,6408.73,2026,1258,24-02-2026 13.16,80000000,6408.73,Land,Residential
80000000,Al Hamriya,2090.32,2026,2436,19-05-2026 11.47,80000000,2090.32,Land,Commercial
80000000,Al Raffa,3449.12,2026,1282,25-02-2026 12.57,80000000,3449.12,Land,Commercial
80008396,Al Rowaiyah Second,46456.45,2026,343,14-01-2026 10.17,80008396,46456.44,Land,
81558759,Oud Metha,6888.24,2026,3019,30-06-2026 11.12,81558759,6888.24,Land,Commercial
82000000,Al Nahda Second,2569,2026,182,08-01-2026 12.48,82000000,2568.95,Land,Commercial
82257873,Al Satwa,4702.77,2026,1346,02-03-2026 12.36,82257873,4702.77,Land,Commercial
82289397,Marsa Dubai,8994.05,2026,1694,31-03-2026 10.29,82289397,8994.05,Land,Commercial
82663510,World Islands,63997.49,2026,1075,16-02-2026 9.36,82663510,63997.49,Land,Commercial
83312425,Oud Metha,7036.35,2026,3022,30-06-2026 11.18,83312425,7036.35,Land,Commercial
83999913,Nad Al Hamar,27870.91,2026,2471,20-05-2026 12.01,83999913,27870.91,Land,Industrial
84226845,Wadi Al Safa 4,4173.3,2026,253,12-01-2026 11.36,84226845,4173.3,Land,Residential
84658074,Bukadra,3575,2026,2049,21-04-2026 8.04,84658074,3575,Land,Sports Club
85000000,Al Thanyah First,3169.82,2026,1554,18-03-2026 12.41,85000000,3169.82,Land,Commercial
85000000,Al Goze Industrial First,6400.55,2026,1991,17-04-2026 10.47,85000000,6400.55,Land,Industrial
86247417,World Islands,57233.25,2026,1022,12-02-2026 13.14,86247417,57233.25,Land,Commercial
86870007,Wadi Al Safa 4,4281.43,2026,252,12-01-2026 11.33,86870007,4281.43,Land,Residential
87452974,Saih Shuaib 1,32498.62,2026,1370,04-03-2026 10.49,87452974,32498.62,Land,
87508699,Al Saffa First,3387.43,2026,1962,16-04-2026 11.41,87508699,3387.43,Land,
87983812,Jabal Ali First,10547.06,2026,1763,03-04-2026 12.38,87983812,10547.06,Land,Commercial
88026485,World Islands,81779.36,2026,1038,13-02-2026 8.17,88026485,81779.36,Land,Commercial
88445750,World Islands,58692.05,2026,1012,12-02-2026 12.14,88445750,58692.05,Land,Commercial
88637371,Al Jadaf,4732.58,2026,504,20-01-2026 17.37,88637371,4732.58,Land,Commercial
88878642,Palm Jumeirah,1619.04,2026,2909,25-06-2026 9.38,88878642,1619.04,Land,Commercial
89354040,Jumeirah First,8301.27,2026,1267,25-02-2026 9.35,89354040,8301.27,Land,Residential
89927083,Saih Shuaib 2,33418.03,2026,1647,26-03-2026 12.31,89927083,33418.03,Land,Industrial
89980112,Al Thanyah First,4644.13,2026,1951,16-04-2026 10.13,89980112,4644.13,Land,
90000000,Al Rowaiyah First,4393.24,2026,1930,14-04-2026 12.38,90000000,4393.24,Land,Residential
90000000,Ras Al Khor Industrial First,5440.03,2026,1385,05-03-2026 10.11,90000000,5440.03,Land,Warehouse
90046051,Al Khairan First,41827.8,2026,1969,16-04-2026 13.38,90046051,41827.8,Land,Residential
90438288,Al Barsha First,5251.25,2026,2400,18-05-2026 9.07,90438288,5251.25,Land,Commercial
90536885,Al Raffa,5607.44,2026,976,11-02-2026 12.40,90536885,5607.44,Land,Commercial
91283968,World Islands,62819.01,2026,1021,12-02-2026 13.11,91283968,62819.01,Land,Commercial
91421549,Oud Metha,7077.79,2026,3020,30-06-2026 11.13,91421549,7077.79,Land,Commercial
91683000,Al Yelayiss 1,77433.07,2026,2087,22-04-2026 12.46,91683000,77433.07,Land,Residential
91916363,World Islands,65687.06,2026,989,12-02-2026 9.09,91916363,65687.06,Land,Commercial
92015600,World Islands,71237.81,2026,999,12-02-2026 9.34,92015600,71237.81,Land,Commercial
92111125,World Islands,61124.37,2026,1025,12-02-2026 13.25,92111125,61124.37,Land,Commercial
92977040,Wadi Al Safa 5,4785.29,2026,1625,25-03-2026 12.47,92977040,4798.81,Land,Commercial
93000000,Al Barsha South Fourth,19993.49,2026,2281,06-05-2026 15.03,93000000,19993.49,Building,Building
93591443,Nad Al Shiba Fourth,43474.69,2026,1718,01-04-2026 8.10,93591443,43474.69,Land,Clinic
93958126,Al Barshaa South Third,14548.34,2026,1795,07-04-2026 8.56,93958126,14548.34,Land,
93985854,Oud Metha,7937.8,2026,3021,30-06-2026 11.15,93985854,7937.8,Land,Commercial
94611826,Wadi Al Safa 4,3959.34,2026,251,12-01-2026 11.27,94611826,3959.34,Land,Residential
95000000,AL QUSAIS,2787.09,2026,1990,17-04-2026 10.24,95000000,2787.09,Land,Residential
95000000,Al Goze Industrial First,4446.53,2026,2861,24-06-2026 8.11,95000000,4446.53,Land,Commercial
95000000,Al Thanyah First,1974.65,2026,1972,16-04-2026 14.28,95000000,1974.65,Land,Commercial
95000000,Jumeirah First,4386.88,2026,568,23-01-2026 10.13,95000000,4386.88,Land,Residential
95484135,Marsa Dubai,3548.31,2026,1968,16-04-2026 12.48,95484135,3548.31,Land,Residential Flats
95637424,Jabal Ali Industrial First,44425.08,2026,2771,17-06-2026 15.04,95637424,44425.08,Land,Industrial
95795692,World Islands,74164.33,2026,1019,12-02-2026 13.06,95795692,74164.33,Land,Commercial
96000000,Al Barsha First,1506.7,2026,1036,12-02-2026 22.43,96000000,1506.7,Land,Commercial
96960296,Wadi Al Safa 3,5147.38,2026,979,11-02-2026 13.23,96960296,5147.38,Land,Residential
98041820,Ras Al Khor Industrial First,5283.29,2026,1785,06-04-2026 13.15,98041820,5283.29,Land,Commercial
98103799,Jumeirah First,3038.05,2026,86,06-01-2026 10.00,98103799,3038.05,Land,General Use
98504878,Al Goze Industrial Third,16638.93,2026,2055,21-04-2026 10.28,98504878,16638.93,Land,Industrial
98534000,Al Goze Fourth,26154.62,2026,1683,31-03-2026 7.38,98534000,26154.62,Land,
99504699,Rega Al Buteen,4019.26,2026,1213,23-02-2026 12.56,99504699,4019.26,Land,Commercial
100000000,Al Goze Third,5462.7,2026,570,23-01-2026 10.22,100000000,5462.7,Land,Industrial
100000000,Wadi Al Amardi,15349.72,2026,886,09-02-2026 9.59,100000000,15349.72,Land,General Use
100568598,Palm Deira,7474.51,2026,702,02-02-2026 8.11,100568598,7474.51,Land,Commercial
100649596,Palm Deira,7480.53,2026,695,30-01-2026 10.27,100649596,7480.53,Land,Commercial
100666637,Al Murqabat,12345.79,2026,1714,01-04-2026 7.47,100666637,12345.79,Land,Organizations
101812339,Wadi Al Safa 4,4203.86,2026,2033,20-04-2026 11.16,101812339,4203.86,Land,Residential
102454191,World Islands,100192.79,2026,1039,13-02-2026 8.23,102454191,100192.79,Land,Commercial
102496006,Wadi Al Safa 4,6223.66,2026,2034,20-04-2026 11.25,102496006,6223.66,Land,Residential
103000000,Business Bay,2724.44,2026,2144,27-04-2026 9.41,103000000,2724.44,Unit,Flat
103191098,Bukadra,3994.49,2026,857,06-02-2026 8.54,103191098,3994.49,Land,Sports Club
103593330,World Islands,68743.89,2026,995,12-02-2026 9.24,103593330,68743.89,Land,Commercial
104353858,Jabal Ali Industrial First,48474,2026,2770,17-06-2026 14.59,104353858,48474,Land,Industrial
104378238,Wadi Al Safa 2,4617.65,2026,1574,23-03-2026 12.42,104378238,4617.65,Land,Residential
104424846,Al Goze First,19402.79,2026,2111,23-04-2026 10.50,104424846,19402.79,Land,Industrial
104739976,World Islands,67108.08,2026,994,12-02-2026 9.22,104739976,67108.08,Land,Commercial
105000000,Business Bay,2782.64,2026,2143,27-04-2026 9.38,105000000,2782.64,Unit,Flat
105443819,Al Jadaf,5629.92,2026,718,02-02-2026 10.26,105443819,5629.92,Land,Commercial
105453116,Al Yelayiss 1,89062.95,2026,2090,22-04-2026 12.54,105453116,89062.95,Land,Residential
105464046,Bukadra,2721.65,2026,2676,09-06-2026 18.25,105464046,2721.65,Land,Sports Club
105901276,Palm Jumeirah,1910.4,2026,2911,25-06-2026 9.41,105901276,1910.4,Land,Commercial
106269224,Al Warsan Third,131636.58,2026,1655,27-03-2026 10.01,106269224,131636.58,Land,
106565823,Al Warsan Second,66001.99,2026,2401,18-05-2026 11.20,106565823,66001.99,Land,Electricity Station
107671152,Palm Jumeirah,1961.37,2026,2906,25-06-2026 9.32,107671152,1961.37,Land,Commercial
107857464,Palm Jumeirah,1926.98,2026,2912,25-06-2026 9.44,107857464,1926.98,Land,Commercial
108374794,World Islands,83902.98,2026,997,12-02-2026 9.29,108374794,83902.98,Land,Commercial
108383060,Palm Jumeirah,1955.17,2026,2907,25-06-2026 9.33,108383060,1955.17,Land,Commercial
108439576,Palm Jumeirah,1937.38,2026,2908,25-06-2026 9.36,108439576,1937.38,Land,Commercial
109794880,Business Bay,3187.59,2026,956,11-02-2026 11.05,109794880,3187.59,Land,Residential
109807119,Al Buteen,1360.19,2026,2563,03-06-2026 8.43,109807119,1360.19,Land,Commercial
110000000,Mankhool,2504.43,2026,2207,01-05-2026 11.21,110000000,2504.43,Land,Commercial
110000000,Al Warqa First,5574.23,2026,1335,02-03-2026 10.04,110000000,5574.23,Land,
110000000,Al Satwa,13679.88,2026,2013,17-04-2026 15.04,110000000,13679.51,Land,School
110587022,Jumeirah First,718.67,2026,1698,31-03-2026 10.53,110587022,15805.97,Land,Residential
111473889,World Islands,79663.64,2026,998,12-02-2026 9.32,111473889,79663.64,Land,Commercial
112242458,World Islands,80212.89,2026,987,12-02-2026 9.02,112242458,80212.89,Land,Commercial
113263342,Wadi Al Safa 4,15032.17,2026,256,12-01-2026 11.51,113263342,15032.17,Land,Residential
114543019,Al Jafliya,6259.65,2026,2461,20-05-2026 8.35,114543019,6259.65,Land,BANK
114597431,Al Merkadh,4839.3,2026,1490,13-03-2026 14.12,114597431,4839.3,Land,Residential
115000000,Al Hebiah First,10673.22,2026,1287,26-02-2026 8.25,115000000,10673.22,Land,Commercial
115000000,Rega Al Buteen,1466.01,2026,754,02-02-2026 21.54,115000000,1466.01,Land,Commercial
115048288,Ghadeer Al tair,35627.82,2026,1230,24-02-2026 9.29,115048288,35627.82,Land,Commercial
117152177,World Islands,80620.77,2026,1011,12-02-2026 12.02,117152177,80620.77,Land,Commercial
119882969,Madinat Hind 1,8567.31,2026,350,14-01-2026 11.10,119882969,8567.31,Land,
119999832,Trade Center Second,929.03,2026,1652,26-03-2026 15.07,119999832,929.03,Land,Commercial
120000000,Mankhool,3722.07,2026,221,09-01-2026 9.59,120000000,3722.07,Land,Commercial
120000000,Al Jafliya,5443.37,2026,544,22-01-2026 10.20,120000000,5443.37,Land,
120000000,Palm Jumeirah,1533.14,2026,811,04-02-2026 12.33,120000000,1533.14,Land,Commercial
120000000,Jumeirah First,4683.61,2026,1033,12-02-2026 21.50,120000000,4683.61,Land,Residential
122060688,Al Thanyah Fifth,1889.97,2026,839,05-02-2026 11.31,122060688,1889.97,Land,Residential
123821017,Palm Jumeirah,2091.52,2026,2913,25-06-2026 9.48,123821017,2091.52,Land,Commercial
124804121,Nad Al Shiba Second,17837.99,2026,1154,18-02-2026 11.43,124804121,17837.99,Land,Shopping Mall
124904993,Wadi Al Amardi,96700.54,2026,411,15-01-2026 13.33,124904993,96700.54,Land,Agricultural
125000000,Hor Al Anz East,3716.12,2026,571,23-01-2026 10.26,125000000,3716.12,Land,Commercial
125114568,Palm Jumeirah,2113.37,2026,2910,25-06-2026 9.40,125114568,2113.37,Land,Commercial
125250000,Zaabeel First,36471.23,2026,819,05-02-2026 9.10,125250000,36471.23,Land,Organizations
125412954,Wadi Al Safa 3,6472.92,2026,2835,22-06-2026 12.29,125412954,6472.92,Land,Residential
125477602,World Islands,97143.85,2026,1016,12-02-2026 12.37,125477602,97143.85,Land,Commercial
126116203,Um Suqaim Second,11716.59,2026,733,02-02-2026 13.13,126116203,11716.59,Land,
127581213,Al Thanyah First,5644.14,2026,242,12-01-2026 8.40,127581213,5644.14,Land,Commercial
130000000,AL TWAR FIFTH,5167.27,2026,261,12-01-2026 13.09,130000000,5167.27,Land,Commercial
130000000,Al Mizhar First,33758.72,2026,161,07-01-2026 14.39,130000000,33758.72,Land,Residential
130013876,Jumeirah Second,5032.79,2026,1372,04-03-2026 11.13,130013876,5032.79,Land,
130271639,World Islands,86447.45,2026,1017,12-02-2026 12.44,130271639,86447.45,Land,Commercial
130862744,Nad Al Shiba First,23838.35,2026,336,14-01-2026 8.46,130862744,23838.35,Land,Sports Club
131038104,Al Jafliya,4682.25,2026,2326,12-05-2026 9.59,131038104,4682.25,Land,Commercial
131212306,Muhaisanah Second,39322.69,2026,830,05-02-2026 11.02,131212306,39322.69,Land,Hospital
131335219,World Islands,93857.33,2026,996,12-02-2026 9.27,131335219,93857.33,Land,Commercial
132225405,Palm Deira,40947.18,2026,1237,24-02-2026 9.52,132225405,40947.18,Land,Commercial
134280288,Nad Al Shiba First,24460.9,2026,333,14-01-2026 8.38,134280288,24460.9,Land,Sports Club
135000000,Rega Al Buteen,1970.29,2026,548,22-01-2026 12.32,135000000,1970.29,Land,Commercial
135000000,Al Satwa,2722.75,2026,2997,29-06-2026 14.33,135000000,2722.75,Land,
135000000,Al Barshaa South Third,5557.18,2026,547,22-01-2026 11.28,135000000,5557.18,Land,Residential
137072667,Saih Shuaib 2,70747.11,2026,2052,21-04-2026 9.15,137072667,70747.11,Land,Industrial
140355874,Al Qusais Industrial First,52158,2026,1376,04-03-2026 12.10,140355874,52158,Land,
142409755,Al Jadaf,5629.92,2026,2435,19-05-2026 11.41,142409755,5629.92,Land,Commercial
145000000,Um Suqaim Second,12319.41,2026,1912,13-04-2026 14.16,145000000,12319.41,Land,Residential / Villas
148296941,Wadi Al Safa 3,13777.25,2026,2951,26-06-2026 10.15,148296941,13777.25,Land,
148968170,Al Ttay,152645.73,2026,2076,22-04-2026 9.53,148968170,152645.73,Land,
150000000,Mirdif,7690.14,2026,2521,25-05-2026 13.23,150000000,7690.14,Land,Commercial
150696753,Wadi Al Safa 4,14000.2,2026,257,12-01-2026 11.53,150696753,14000.2,Land,Residential
150891256,Al Goze Industrial Second,40052.2,2026,2849,23-06-2026 11.14,150891256,40052.2,Land,
150934619,Al Yelayiss 2,40063.71,2026,1779,06-04-2026 12.27,150934619,40063.71,Land,
152903675,Al Safouh Second,28410.46,2026,166,08-01-2026 9.53,152903675,28410.46,Land,Residential
154170599,Al Jadaf,9946.48,2026,1727,01-04-2026 12.36,154170599,9946.48,Land,Commercial
154173783,Nad Al Shiba First,47744.09,2026,2818,19-06-2026 13.54,154173783,47744.09,Land,Residential
155000000,Al Karama,5561.27,2026,2599,04-06-2026 12.58,155000000,5561.27,Land,Commercial
156024227,Al Barsha South Fourth,5368.57,2026,2984,29-06-2026 10.33,156024227,5368.57,Land,Commercial
156839342,Al Hebiah Second,34284.39,2026,1581,24-03-2026 7.30,156839342,34284.39,Land,Land
158751681,Al Jadaf,9217.83,2026,901,09-02-2026 13.00,158751681,9217.83,Land,Commercial
158751681,Al Jadaf,9217.83,2026,663,28-01-2026 12.58,158751681,9217.83,Land,Commercial
159109126,World Islands,113705.66,2026,992,12-02-2026 9.18,159109126,113705.66,Land,Commercial
159999845,Jabal Ali Industrial First,92903.04,2026,3034,30-06-2026 13.45,159999845,92903.04,Land,Industrial
160000000,Al Murqabat,5857.63,2026,22,02-01-2026 14.09,160000000,5857.63,Land,Commercial
162734991,Al Thanyah Fifth,2629.32,2026,1296,26-02-2026 10.47,162734991,2629.32,Land,Residential
165000000,Al Murqabat,4430.55,2026,2077,22-04-2026 10.24,165000000,4430.54,Land,Commercial
168105323,Business Bay,6548.8,2026,2786,18-06-2026 10.30,168105322.7,6548.8,Unit,Shop
170000000,Al Goze Industrial Third,4494.65,2026,2247,05-05-2026 11.23,170000000,4494.65,Land,Commercial
175000000,Palm Jumeirah,2702.85,2026,2097,22-04-2026 13.25,175000000,2702.85,Land,Commercial
175000000,Wadi Al Amardi,15349.72,2026,2188,29-04-2026 12.48,175000000,15349.72,Land,General Use
177703755,Al Qusais Industrial Second,140936.45,2026,90,06-01-2026 11.19,177703755,165092.35,Land,School
179869414,Nad Al Shiba First,47744.09,2026,2403,18-05-2026 12.30,179869414,47744.09,Land,Residential
179999748,Burj Khalifa,929.03,2026,2191,29-04-2026 13.38,179999748,929.03,Land,Commercial
180000000,Al Bada,3592.47,2026,1994,17-04-2026 11.18,180000000,3592.47,Land,Residential
182203172,World Islands,135417.96,2026,991,12-02-2026 9.15,182203172,135417.96,Land,Commercial
185441761,Jabal Ali Industrial Second,8028.13,2026,509,21-01-2026 9.19,185441761,17228.12,Land,Residential
190000000,Al Saffa First,10905.05,2026,2347,12-05-2026 11.48,190000000,10905.05,Land,
190000000,Al Saffa First,10800.27,2026,2348,12-05-2026 11.58,190000000,10800.27,Land,
197068000,Al Goze Fourth,26154.62,2026,1964,16-04-2026 11.51,197068000,26154.62,Land,
200000000,Al Garhoud,14845.91,2026,1940,15-04-2026 9.16,200000000,14845.91,Land,Commercial
202699506,World Islands,251085.58,2026,1082,16-02-2026 9.55,202699506,251085.58,Land,Commercial
212775936,Marsa Dubai,4047.41,2026,1277,25-02-2026 11.24,212775936,4047.41,Land,Residential Flats
224569398,Al Qusais Industrial First,52158,2026,156,07-01-2026 13.18,224569398,52158,Land,
224999782,Al Kheeran,46451.52,2026,2590,04-06-2026 9.02,224999782,46451.52,Land,Industrial
225000000,Al Nahda First,2322.58,2026,95,06-01-2026 12.19,225000000,2322.58,Land,Commercial
225159045,Al Barsha First,23242.2,2026,908,09-02-2026 13.49,225159045,23242.2,Land,School
226693262,Hadaeq Sheikh Mohammed Bin Rashid,131628.21,2026,1937,15-04-2026 8.45,226693262,131628.21,Land,
230000000,Al Nahda Second,6015.47,2026,1901,13-04-2026 12.13,230000000,6015.47,Land,Commercial
232978846,Madinat Al Mataar,54111.16,2026,24,02-01-2026 18.06,232978846,54111.16,Land,Airport
238127521,Al Jadaf,9217.83,2026,2432,19-05-2026 11.30,238127521,9217.83,Land,Commercial
241576791,Madinat Al Mataar,56108.1,2026,25,02-01-2026 18.20,241576791,56108.1,Land,Airport
245000000,Hor Al Anz East,11287.72,2026,572,23-01-2026 10.30,245000000,11287.72,Land,Residential
250000000,Jumeirah Second,11489.88,2026,2284,07-05-2026 10.27,250000000,11489.88,Land,Residential
255244899,Al Satwa,4742.61,2026,2166,28-04-2026 10.05,255244899,4742.61,Land,Commercial
270000591,Business Bay,1393.55,2026,2038,20-04-2026 13.02,270000591,1393.55,Land,General Use
271808881,Marsa Dubai,31175.18,2026,2255,05-05-2026 13.45,271808881,31175.18,Land,Commercial
280104664,Jabal Ali First,144570,2026,2065,21-04-2026 12.42,280104664,144570,Land,Residential Flats
286717950,Shandagha,53273.99,2026,2579,03-06-2026 14.46,286717950,53273.99,Land,General Services
290309925,OUD AL MUTEENA,176707.9,2026,1715,01-04-2026 7.53,290309925,176707.9,Land,
291543521,Jumeirah Second,7919.68,2026,905,09-02-2026 13.42,291543521,7919.68,Land,General Use
295000825,Trade Center First,1096.26,2026,2999,29-06-2026 15.05,295000825,1096.26,Land,Commercial
297955451,Al Qusais Industrial Fifth,62911.35,2026,724,02-02-2026 11.47,297955451,62911.35,Land,Labor Camp
300000000,Al Bada,7098.16,2026,93,06-01-2026 12.06,300000000,7098.16,Land,
